"stagadenn","lec_hanv","kumun","insee","rummad","dibab",,,
,"Ker Guen","Enez-Vriad",22016,"Diseurt","Kerwenn",,,
,"Kervarabes","Enez-Vriad",22016,"Kêriadenn","Kervarabez",,,
,"Poulot","Enez-Vriad",22016,"Diseurt","Aod Kozh",,,
,"Penn ar Bout","Enez-Vriad",22016,"Diseurt","Penn ar Boud",,,
,"Men Joliguet","Enez-Vriad",22016,"Karreg","Maen Joliged",,,
"Ile","Raguenez","Enez-Vriad",22016,"Enez","Ragenez Vras",,,
"Ile","Grouezen","Enez-Vriad",22016,"Enez","Ar Grouezenn",,,
"Etang du","Lenn","Enez-Vriad",22016,"Dour","Ar Lenn",,,
"Le","Rosedo","Enez-Vriad",22016,"Diseurt","Ar Rozedoù",,,
"Pointe du","Groua","Enez-Vriad",22016,"Beg","Beg ar Groa",,,
"Grève de l'","Eglise","Enez-Vriad",22016,"Diseurt","Aod ar Saoz",,,
,"Gardeno","Enez-Vriad",22016,"Diseurt","Gardennoù",,,
"Ile","ar-Mobic","Enez-Vriad",22016,"Enez","Enez ar Morbig",,,
,"Ker Guéréva","Enez-Vriad",22016,"Kêriadenn","Kergereva",,,
,"Keranroux","Enez-Vriad",22016,"Kêriadenn","Keranrouz",,,
"Ile","Seheres","Enez-Vriad",22016,"Enez","Ar Sec'herez",,,
,"Aod Feunteun Vin","Enez-Vriad",22016,"Diseurt","Aod Feunteun Vin",,,
,"Goareva","Enez-Vriad",22016,"Kêriadenn","Goareva",,,
,"Kervilon","Enez-Vriad",22016,"Kêriadenn","Kervilon",,,
"Moulin du","Birlot","Enez-Vriad",22016,"Monumant","Milin-vor ar Birlod",,,
"La","Chambre","Enez-Vriad",22016,"Diseurt","Ar Gambr",,,
"La","Citadelle","Enez-Vriad",22016,"Monumant","Ar Wikadell",,,
"La","Corderie","Enez-Vriad",22016,"Porzh(-mor)","Ar Gordenniri",,,
"Le","Gouffre","Enez-Vriad",22016,"Diseurt","An Toull Don",,,
,"Grève Douce","Enez-Vriad",22016,"Dour","Aod Beg Samzun",,,
"Le","Kerpont","Enez-Vriad",22016,"Dour","Ar C'harrbont",,,
"Croix de","Maudez","Enez-Vriad",22016,"Monumant","Kroaz Vaodez",,,
,"Moulin à  vent Nord","Enez-Vriad",22016,"Monumant","Milin-avel an Nort",,,
"Chaise de","Renan","Enez-Vriad",22016,"Karreg","Kador Renan",,,
"Chenal de","Roho","Enez-Vriad",22016,"Dour","Kanol ar Roc'hoù",,,
"Amer du","Rosedo","Enez-Vriad",22016,"Diseurt","Merk ar Rozedoù",,,
"Phare du","Rosedo","Enez-Vriad",22016,"Monumant","Tour-tan ar Rozedoù",,,
,"Saint-Riom","Enez-Vriad",22016,"Diseurt","Sant-Rion",,,
"Croix de","Kerano","Enez-Vriad",22016,"Monumant","Kroaz Kerano",,,
"Archipel de","Bréhat","Enez-Vriad",22016,"Enez","Enezeg Briad",,,
,"Bec ar Birlot","Enez-Vriad",22016,"Beg","Beg ar Birlod",,,
"Ile","Verte","Enez-Vriad",22016,"Kêriadenn","Enez Glas",,,
,"Brélidy","Brelidi",22018,"Kumun","Brelidi",,,
,"Kerjacob","Brelidi",22018,"Kêriadenn","Keryakob",,,
"Château de","Noblance","Brelidi",22018,"Monumant","Kastell Noblañs",,,
,"Lézerzot","Brelidi",22018,"Kêriadenn","Lezerzod",,,
"Fontaine","Saint Colomban","Brelidi",22018,"Monumant","Feunteun Sant Koulouban",,,
,"Bringolo","Brengoloù",22019,"Kumun","Brengoloù",,,
,"Cambel","Bronn",22020,"Kêriadenn","Kambell",,,
,"Broons","Bronn",22020,"Kumun","Bronn",,,
"Bois de","Broons","Bronn",22020,"Koad","Koad Bronn",,,
"Le","Fief-aux-Ecoliers","Bronn",22020,"Kêriadenn","Le Fief-aux-Ecoliers",,,
"Le","Plessix","Bronn",22020,"Kêriadenn","Ar Genkiz",,,
"L'","Hermitage","Bronn",22020,"Kêriadenn","Ar Peniti",,,
,"Motte-Broons","Bronn",22020,"Kêriadenn","Moudenn-Vronn",,,
,"Brusvily","Bruzivili",22021,"Kumun","Bruzivili",,,
"Le","Creux","Bruzivili",22021,"Kêriadenn","Le Creux",,,
"Les","Bois des Mézières","Bruzivili",22021,"Koad","Koadoù ar Magoerioù",,,
,"Coat Claie","Bulad-Pestivien",22023,"Kêriadenn","Koad Klae",,,
,"Goarem Baler","Bulad-Pestivien",22023,"Kêriadenn","Gwaremm Baler",,,
,"Goarem Maout","Bulad-Pestivien",22023,"Kêriadenn","Gwaremm Maout",,,
,"Goasquer","Bulad-Pestivien",22023,"Kêriadenn","Gwazhkaer",,,
,"Bodeillo","Bulad-Pestivien",22023,"Kêriadenn","Bodilio",,,
,"Guerientec","Bulad-Pestivien",22023,"Kêriadenn","Gwerienteg",,,
,"Kermarc","Bulad-Pestivien",22023,"Kêriadenn","Kermark",,,
"Le","Coldu","Bulad-Pestivien",22023,"Kêriadenn","Ar C'holdu",,,
"Le","Corong","Bulad-Pestivien",22023,"Kêriadenn","Ar C'horonk",,,
"Moulin de","Bodeillo","Bulad-Pestivien",22023,"Kêriadenn","Milin Bodilio",,,
,"Nézillec","Bulad-Pestivien",22023,"Kêriadenn","An Izilheg",,,
,"Noguellou","Bulad-Pestivien",22023,"Kêriadenn","An Ogelloù",,,
,"Restanvarec","Bulad-Pestivien",22023,"Kêriadenn","Restavareg",,,
,"Rosneven","Bulad-Pestivien",22023,"Kêriadenn","Rosneven",,,
"Moulin du","Véot","Bulad-Pestivien",22023,"Kêriadenn","Milin Veot",,,
"Place de l'","Église","Bulad-Pestivien",22023,"Hent","Plasenn an Iliz",,,
"Place de l'","École","Bulad-Pestivien",22023,"Hent","Plasenn ar Skol",,,
"Col de","Bulat","Bulad-Pestivien",22023,"Uhelenn","Ode Bulad",,,
,"Bulat-Pestivien","Bulad-Pestivien",22023,"Kumun","Bulad-Pestivien",,,
"Eglise","Notre-Dame","Bulad-Pestivien",22023,"Monumant","Iliz an Itron-Varia",,,
"Fontaine de la","Vierge","Bulad-Pestivien",22023,"Monumant","Feunteun ar Werc'hez",,,
"Fontaine du","Coq","Bulad-Pestivien",22023,"Monumant","Feunteun ar C'hog",,,
"Fontaine des","Sept Saints","Bulad-Pestivien",22023,"Monumant","Feunteun ar Seizh Sant",,,
"Chapelle","Saint-Blaise","Bulad-Pestivien",22023,"Monumant","Chapel Sant Blêz",,,
"Chapelle","Sainte-Anne Radenec","Bulad-Pestivien",22023,"Monumant","Chapel Santez-Anna ar Radeneg",,,
,"Pestivien","Bulad-Pestivien",22023,"Kêriadenn","Pestivien",,,
"Chapelle de","Pestivien","Bulad-Pestivien",22023,"Monumant","Chapel Pestivien",,,
"Chêne de","Tronjoly","Bulad-Pestivien",22023,"Diseurt","Gwezenn Troñjoli",,,
"Église","Notre-Dame de Bulat","Bulad-Pestivien",22023,"Monumant","Iliz Itron-Varia Bulad",,,
"Étang de","Coat Goureden","Bulad-Pestivien",22023,"Dour","Stank Koad Gouredenn",,,
,"Coscaraes","Bulad-Pestivien",22023,"Kêriadenn","Kozh Karaez",,,
"Le","Flourden","Bulad-Pestivien",22023,"Kêriadenn","Ar Flourdrenn",,,
,"Guerizouarn","Bulad-Pestivien",22023,"Kêriadenn","Gwerizouarn",,,
,"Calanhel","Kalanel",22024,"Kumun","Kalanel",,,
"Chapelle","Saint-Maur","Kalanel",22024,"Monumant","Chapel Sant Maour",,,
"Chapelle","Saint Nicolas","Kallag",22025,"Monumant","Chapel Sant Nikolaz",,,
"Chapelle","Saint Pierre","Kallag",22025,"Monumant","Chapel Sant Pêr an Enez",,,
"Fontaine de","Goascaër","Kallag",22025,"Monumant","Feunteun Gwazhkaer",,,
"Fontaine de","Kerdiequel","Kallag",22025,"Maez","Feunteun Kerdiekel",,,
"Chapelle","Sainte Barbe","Kallag",22025,"Monumant","Chapel Santez Barba",,,
"Rue de la","Gare","Kallag",22025,"Hent","Ru ar Gar",,,
"Le","Cleumeur","Kallag",22025,"Monumant","Ar C'hleumeur",,,
"Rue du","Cleumeur","Kallag",22025,"Hent","Ru ar C'hleumeur",,,
"Rue des","Portes","Kallag",22025,"Hent","Ru ar Porzhioù",,,
"Chapelle","Sainte-Catherine","Kallag",22025,"Monumant","Chapel Santez Katell",,,
"Place du","Centre","Kallag",22025,"Diseurt","Ar Blasenn Greiz",,,
,"Callac","Kallag",22025,"Kumun","Kallag",,,
"L'","Isle","Kallag",22025,"Kêriadenn","An Enez",,,
"Les","Mais","Kallag",22025,"Kêriadenn","Lesvaez",,,
,"Saint-Tréfin","Kallag",22025,"Kêriadenn","Sant-Trefin",,,
"Chapelle","Saint Pierre","Kallag",22025,"Monumant","Chapel Sant Pêr",,,
,"Kerguiniou","Kallag",22025,"Kêriadenn","Kerginiou",,,
,"Botmel","Kallag",22025,"Kêriadenn","Bonvael",,,
,"Kerbuannec","Kallag",22025,"Kêriadenn","Kerbuaneg",,,
"Rue","Traversière","Kallag",22025,"Hent","Ar Ru Dreuz",,,
,"Pont ar Vaux","Kallag",22025,"Monumant","Pont ar Vô",,,
"Boulevard de","Kerlossouarn","Kallag",22025,"Hent","Boulouard Kerlosouarn",,,
,"Kerlossouarn","Kallag",22025,"Kêriadenn","Kerlosouarn",,,
,"Calorguen","Kerorgen",22026,"Kumun","Kerorgen",,,
"Le","Cambout","Ar C'hembod",22027,"Kumun","Ar C'hembod",,,
,"Camlez","Kamlez",22028,"Kumun","Kamlez",,,
,"Saint-Nicolas","Kamlez",22028,"Kêriadenn","Sant-Nikolaz",,,
,"Canihuel","Kanuhel",22029,"Kumun","Kanuhel",,,
,"Ker Anna","Kanuhel",22029,"Kêriadenn","Keranna",,,
"Etang","Pellinec","Kanuhel",22029,"Dour","Stank Pellineg",,,
"Chapelle de la","Trinité","Kanuhel",22029,"Monumant","Chapel an Drinded",,,
"Église","Notre-Dame de Canihuel","Kanuhel",22029,"Monumant","Iliz Itron-Varia Kanuhel",,,
"Menhir de","Goresto","Kanuhel",22029,"Monumant","Maen-hir ar Gorestoù",,,
,"Canac'h-Bernard","Kanuhel",22029,"Diseurt","Kanac'h Bernard",,,
,"Bodquelen","Kanuhel",22029,"Kêriadenn","Botkelenn",,,
"Menhir de","Bodquelen","Kanuhel",22029,"Monumant","Maen-hir Botkelenn",,,
,"Goresto","Kanuhel",22029,"Kêriadenn","Ar Gorestoù",,,
,"Caouënnec-Lanvézéac","Kaouenneg-Lanvezeeg",22030,"Kumun","Kaouenneg-Lanvezeeg",,,
,"Lanvézéac","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Lanvezeeg",,,
,"Kerléo","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerleo",,,
,"Crec'h Collet","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Krec'h Kollet",,,
,"Goasarhant","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Gwazh Arc'hant",,,
,"Hent Lannec","Kaouenneg-Lanvezeeg",22030,"Diseurt","Hent al Lanneg",,,
,"Kerbeven","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerveven",,,
,"Kerbry","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerbri",,,
,"Kercaradec","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kergaradeg",,,
,"Kericoul","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerikoul",,,
,"Kerlosquen","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerloskant",,,
,"Kermoisan","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kervoazan",,,
,"Kervilien","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kervilien",,,
,"Kervoellou","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Kerwellou",,,
,"Lan ar Voguer","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Lann ar Voger",,,
"Impasse","Park ar Bourg","Kaouenneg-Lanvezeeg",22030,"Hent","Hent-dall Park ar Bourk",,,
,"Rom","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Romp",,,
,"Ru ar Lann","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Ru al Lann",,,
,"Runauden","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Runaoden",,,
,"Ty Moic","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Ti Moig",,,
"Résidence des","Charmes","Kaouenneg-Lanvezeeg",22030,"Hent","Annez ar Faou-put",,,
"Résidence des","Chênes","Kaouenneg-Lanvezeeg",22030,"Hent","Annez an Derv",,,
,"Crec'h Yard","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Krec'h Yar",,,
,"Rohou","Kaouenneg-Lanvezeeg",22030,"Monumant","Ar Roc'hoù",,,
"Moulin du","Rohou","Kaouenneg-Lanvezeeg",22030,"Kêriadenn","Milin ar Roc'hoù",,,
,"Hent Milin ar Roc'hoù","Kaouenneg-Lanvezeeg",22030,"Hent","Hent Milin ar Roc'hoù",,,
,"Hent Krec'h Yar","Kaouenneg-Lanvezeeg",22030,"Hent","Hent Krec'h Yar",,,
,"Carnoët","Karnoed",22031,"Kumun","Karnoed",,,
"Chapelle","Saint-Gueltas","Karnoed",22031,"Monumant","Chapel Sant-Weltaz",,,
,"Croas Derrien","Karnoed",22031,"Diseurt","Kroaz Derrien",,,
"Le","Lein","Karnoed",22031,"Kêriadenn","Al Lein",,,
,"Lochrist","Karnoed",22031,"Kêriadenn","Lokrist",,,
,"Saint-Gildas","Karnoed",22031,"Kêriadenn","Sant Weltaz",,,
,"Trelan","Karnoed",22031,"Diseurt","Trelenn",,,
"La","Vallée des Saints","Karnoed",22031,"Diseurt","Traoñienn ar Sent",,,
,"Pont Troël","Karnoed",22031,"Kêriadenn","Pont Troel",,,
,"Quénéquillec","Karnoed",22031,"Kêriadenn","Kenekilheg",,,
,"Caulnes","Kaon",22032,"Kumun","Kaon",,,
,"Recouvrance","Kaon",22032,"Kêriadenn","Rekourañs",,,
,"Caurel","Kaorel",22033,"Kumun","Kaorel",,,
,"Kériven","Kaorel",22033,"Kêriadenn","Keriven",,,
,"Beau Rivage","Kaorel",22033,"Dour","An Aod Kaer",,,
,"Cavan","Kawan",22034,"Kumun","Kawan",,,
,"Kerbiquet","Kawan",22034,"Kêriadenn","Kerviged",,,
,"Lorifontaine","Kawan",22034,"Kêriadenn","An Orifeunteun",,,
,"An Ti","Kawan",22034,"Kêriadenn","An Ti",,,
,"Prat Den","Kawan",22034,"Diseurt","Ar Bradenn",,,
,"Le Grinec","Kawan",22034,"Kêriadenn","Ar Grineg",,,
,"Ar Ru","Kawan",22034,"Kêriadenn","Ar Ru",,,
,"Véréri Wenn","Kawan",22034,"Kêriadenn","Ar Vereri Wenn",,,
,"Le Vot","Kawan",22034,"Kêriadenn","Ar Vod",,,
,"La Motte","Kawan",22034,"Kêriadenn","Ar Voudenn",,,
,"Goaz Guden","Kawan",22034,"Kêriadenn","Gwazhangudenn",,,
,"Goazelarc'h","Kawan",22034,"Kêriadenn","Gwazhelerc'h",,,
,"Hozon","Kawan",22034,"Kêriadenn","Hozon",,,
,"Canada","Kawan",22034,"Kêriadenn","Kanada",,,
,"Quellec","Kawan",22034,"Kêriadenn","Kelleg",,,
,"Gueas","Kawan",22034,"Kêriadenn","Keouez",,,
,"Keraliou","Kawan",22034,"Kêriadenn","Keraliou",,,
,"Kerampuil","Kawan",22034,"Kêriadenn","Kerampuilh",,,
,"Kerandin","Kawan",22034,"Kêriadenn","Kerandin",,,
,"Keranchaudel","Kawan",22034,"Kêriadenn","Keranchaodel",,,
,"Kerbastol","Kawan",22034,"Kêriadenn","Kerbastol",,,
,"Kertanguy","Kawan",22034,"Kêriadenn","Kerdangi",,,
,"Kerdaniel","Kawan",22034,"Kêriadenn","Kerdaniel",,,
,"Kerderrien","Kawan",22034,"Kêriadenn","Kerderrien",,,
,"Kerdouale","Kawan",22034,"Kêriadenn","Kerdouale",,,
,"Kerescant","Kawan",22034,"Kêriadenn","Kereskant",,,
,"Kergadiou","Kawan",22034,"Kêriadenn","Kergadioù",,,
,"Kerguido","Kawan",22034,"Kêriadenn","Kergidoù",,,
,"Kergolvez","Kawan",22034,"Kêriadenn","Kergolvez",,,
,"Kergoz","Kawan",22034,"Kêriadenn","Kergozh",,,
,"Kergrehenant","Kawan",22034,"Kêriadenn","Kergrehenan",,,
,"Kergroas","Kawan",22034,"Kêriadenn","Kergroaz",,,
,"Kericoul","Kawan",22034,"Kêriadenn","Kerikoul",,,
,"Keryvonnic","Kawan",22034,"Kêriadenn","Keriwanig",,,
,"Kerizac","Kawan",22034,"Kêriadenn","Kerizâg",,,
,"Kerjagu","Kawan",22034,"Kêriadenn","Kerjagu",,,
,"Kerlio","Kawan",22034,"Kêriadenn","Kerlio",,,
,"Kerlosser","Kawan",22034,"Kêriadenn","Kerloser",,,
,"Kermanac'h","Kawan",22034,"Kêriadenn","Kermanac'h",,,
,"Kernevez","Kawan",22034,"Kêriadenn","Kernevez",,,
,"Keroual","Kawan",22034,"Kêriadenn","Keroual",,,
,"Keroudalen","Kawan",22034,"Kêriadenn","Keroudalen",,,
,"Kerouspic","Kawan",22034,"Kêriadenn","Kerouspig",,,
,"Kerscarn","Kawan",22034,"Kêriadenn","Kerskarn",,,
,"Kerstéphan","Kawan",22034,"Kêriadenn","Kerstefan",,,
,"Keruhelañ","Kawan",22034,"Kêriadenn","Keruhelañ",,,
,"Kervaillant","Kawan",22034,"Kêriadenn","Kervailhant",,,
,"Kerverrot","Kawan",22034,"Kêriadenn","Kerverrod",,,
,"Kervéven","Kawan",22034,"Kêriadenn","Kervevenn",,,
,"Kermin","Kawan",22034,"Kêriadenn","Kervin",,,
,"Kermorvan","Kawan",22034,"Kêriadenn","Kervorvan",,,
,"Kervennou","Kawan",22034,"Kêriadenn","Kerwennoù",,,
,"Kerguézennec","Kawan",22034,"Kêriadenn","Kerwezheneg",,,
,"Kerjavat","Kawan",22034,"Kêriadenn","Keryawat",,,
,"Kerbitous","Kawan",22034,"Kêriadenn","Kervitouz",,,
,"Coat an Lan","Kawan",22034,"Kêriadenn","Koad al Lann",,,
,"Koad Keleney","Kawan",22034,"Kêriadenn","Koad Kelenneg",,,
,"Bois Riou","Kawan",22034,"Kêriadenn","Koadrioù",,,
,"Convenant Le Goff","Kawan",22034,"Kêriadenn","Komanant ar Gov",,,
,"Botcazo","Kawan",22034,"Kêriadenn","Komanant Botkazo",,,
,"Convenant Guen","Kawan",22034,"Kêriadenn","Komanant Gwenn",,,
,"Convenant Quelven","Kawan",22034,"Kêriadenn","Komanant Kelven",,,
,"Convenant Mével","Kawan",22034,"Kêriadenn","Komanant Mevel",,,
,"Convenant Le Moal","Kawan",22034,"Kêriadenn","Komanant Moal",,,
,"Convenant l'Etoile","Kawan",22034,"Kêriadenn","Komanant Steredenn",,,
,"Crec'h ar Stang","Kawan",22034,"Kêriadenn","Krec'h ar Stank",,,
,"Crec'h Guen","Kawan",22034,"Kêriadenn","Krec'h Gwenn",,,
,"Crec'h-Maçon","Kawan",22034,"Kêriadenn","Krec'h ar Mason",,,
,"Lambret","Kawan",22034,"Kêriadenn","Lambreg",,,
,"Lan Cavan","Kawan",22034,"Kêriadenn","Lann Gawan",,,
,"Land Kervarrec","Kawan",22034,"Kêriadenn","Lann Gervareg",,,
,"Lan Minter","Kawan",22034,"Kêriadenn","Lann Minter",,,
,"Lan Runual","Kawan",22034,"Kêriadenn","Lann Runwal",,,
,"Merrienic","Kawan",22034,"Kêriadenn","Merieneg",,,
,"Mézoléon","Kawan",22034,"Kêriadenn","Mezoleon",,,
,"Milin Cavan","Kawan",22034,"Kêriadenn","Milin Gawan",,,
,"Moulin Quellec","Kawan",22034,"Kêriadenn","Milin Gelenneg",,,
,"Park Ailliès","Kawan",22034,"Kêriadenn","Park Aliez",,,
,"Park ar Groaz","Kawan",22034,"Kêriadenn","Park ar Groaz",,,
,"Park Crec'h","Kawan",22034,"Kêriadenn","Park Krec'h",,,
,"Le Pasquer","Kawan",22034,"Kêriadenn","Pasker",,,
,"Pen an Lan","Kawan",22034,"Kêriadenn","Penn al Lann",,,
,"Pen ar Hoat","Kawan",22034,"Kêriadenn","Penn ar C'hoad",,,
,"Pen Garant","Kawan",22034,"Kêriadenn","Penn Garan",,,
,"Petit Jean","Kawan",22034,"Kêriadenn","Petit Jean",,,
,"Planconiat","Kawan",22034,"Kêriadenn","Plankoniad",,,
,"Plas Kerwenn","Kawan",22034,"Kêriadenn","Plas Kerwenn",,,
,"Pont ar Groaz","Kawan",22034,"Kêriadenn","Pont ar Groaz",,,
,"Pont ar Stang","Kawan",22034,"Kêriadenn","Pont ar Stank",,,
,"Pont Guen","Kawan",22034,"Kêriadenn","Pont Gwenn",,,
,"Pontigou","Kawan",22034,"Kêriadenn","Pontigoù",,,
"Ruisseau de","Poul Roudour","Kawan",22034,"Dour","Poull Roudour",,,
,"Roudourou","Kawan",22034,"Kêriadenn","Roudouroù",,,
,"Ruel Quéré","Kawan",22034,"Kêriadenn","Ruell Gere",,,
,"Rumeur","Kawan",22034,"Kêriadenn","Rumeur",,,
,"Rumiliau","Kawan",22034,"Kêriadenn","Rumilio",,,
,"Ti Télégraf","Kawan",22034,"Kêriadenn","Ti Telegraf",,,
,"Toull ar Feunteun","Kawan",22034,"Kêriadenn","Toull ar Feunteun",,,
,"Touillézou","Kawan",22034,"Kêriadenn","Toulliezoù",,,
,"Traou ar Hoat","Kawan",22034,"Kêriadenn","Traou ar C'hoad",,,
,"Ker Salaun","Kawan",22034,"Kêriadenn","Kersalaun",,,
,"Grand Monarque","Kawan",22034,"Kêriadenn","Grand Monarque",,,
"Vallée du","Ru","Kawan",22034,"Diseurt","Traouienn ar Ru",,,
,"Coquignou","Kawan",22034,"Kêriadenn","Kokignoù",,,
"Les","Champs-Géraux","Maez-Geraod",22035,"Kumun","Maez-Geraod",,,
,"Fautrel","Maez-Geraod",22035,"Kêriadenn","Fautrel",,,
"La","Chapelle-Blanche","Ar Chapel-Wenn",22036,"Kumun","Ar Chapel-Wenn",,,
"La","Chapelle-Neuve","Ar Chapel-Nevez (22)",22037,"Kumun","Ar Chapel-Nevez (22)",,,
"Eglise","Notre-Dame de Pitié","Ar Chapel-Nevez (22)",22037,"Monumant","Iliz Itron-Varia Druez",,,
,"Châtelaudren","Kastellaodren",22038,"Kumun","Kastellaodren",,,
"Chapelle","Notre-Dame-du-Tertre","Kastellaodren",22038,"Monumant","Chapel Itron-Varia ar Run",,,
"Eglise","Saint-Magloire","Kastellaodren",22038,"Monumant","Iliz Sant Melar",,,
"L'","Anneau","Kastellaodren",22038,"Monumant","Al Lagadenn",,,
"La","Chèze","Kez",22039,"Kumun","Kez",,,
,"Coadout","Koadoud",22040,"Kumun","Koadoud",,,
"Église","Saint-Ildut","Koadoud",22040,"Monumant","Iliz sant Ildud",,,
,"Coatascorn","Koadaskorn",22041,"Kumun","Koadaskorn",,,
,"Ar Hars","Koadaskorn",22041,"Kêriadenn","Ar C'harzh",,,
,"Ar Hoat","Koadaskorn",22041,"Kêriadenn","Ar C'hoad",,,
,"Ar Gac","Koadaskorn",22041,"Kêriadenn","Komamant ar Gag",,,
"Convenant","Ar Gac","Koadaskorn",22041,"Kêriadenn","Komanant ar Gag (2)",,,
,"Ar Ru","Koadaskorn",22041,"Kêriadenn","Ar Ru",,,
,"Ar Zeuren","Koadaskorn",22041,"Kêriadenn","Ar Seurenn",,,
,"Baltazar","Koadaskorn",22041,"Kêriadenn","Baltazar",,,
,"Bouilleno","Koadaskorn",22041,"Kêriadenn","Bouilhenno",,,
"Moulin de","Brélantec","Koadaskorn",22041,"Kêriadenn","Milin Vrelanteg",,,
,"Brelantec","Koadaskorn",22041,"Kêriadenn","Brelanteg",,,
,"Coat Alain","Koadaskorn",22041,"Kêriadenn","Koad Alan",,,
,"Coat Briand","Koadaskorn",22041,"Kêriadenn","Koad Briant",,,
,"Coat Kervenio","Koadaskorn",22041,"Koad","Koad Kerviniou",,,
,"Coat Nevez","Koadaskorn",22041,"Koad","Koad Nevez",,,
,"Coat Person","Koadaskorn",22041,"Kêriadenn","Koad Person",,,
"Convenant","Coz Lis","Koadaskorn",22041,"Kêriadenn","Komanant Kozh Iliz",,,
,"Cozilis","Koadaskorn",22041,"Kêriadenn","Kozhiliz",,,
,"Crehestic","Koadaskorn",22041,"Kêriadenn","Krec'hestig",,,
,"Croaz Olu","Koadaskorn",22041,"Kêriadenn","Kroaz Olu",,,
,"Croissan Aman","Koadaskorn",22041,"Kêriadenn","Kroashent Amann",,,
"La","Fontaine Blanche","Koadaskorn",22041,"Kêriadenn","Feunteun Wenn",,,
"Convenant","Gallou","Koadaskorn",22041,"Kêriadenn","Komanant Gallou",,,
,"Garnel","Koadaskorn",22041,"Kêriadenn","Ar Garnel",,,
,"Garnel Ker Moal","Koadaskorn",22041,"Kêriadenn","Ar Garnel Kermoal",,,
,"Garnel Petit","Koadaskorn",22041,"Kêriadenn","Ar Garnel Vihan",,,
,"Goas Rivet","Koadaskorn",22041,"Kêriadenn","Gwazh Rived",,,
,"Goas Ty Moguer","Koadaskorn",22041,"Diseurt","Gwazh Ti Moger",,,
,"Goas Vilin Huon","Koadaskorn",22041,"Kêriadenn","Gwazh ar Vilin Huon",,,
,"Goaz ar Harz","Koadaskorn",22041,"Kêriadenn","Gwazh ar C'harzh",,,
,"Hent Garnel Braz","Koadaskorn",22041,"Kêriadenn","Hent ar Garnel Vras",,,
,"Ker Prado","Koadaskorn",22041,"Kêriadenn","Pradoù",,,
,"Ker Thomas","Koadaskorn",22041,"Kêriadenn","Kerdomaz",,,
,"Kergolo","Koadaskorn",22041,"Kêriadenn","Kergolo",,,
,"Kergoulec","Koadaskorn",22041,"Kêriadenn","Kergouleg",,,
,"Kergrenn","Koadaskorn",22041,"Kêriadenn","Kergrenn",,,
,"Kerguiniou","Koadaskorn",22041,"Kêriadenn","Kerginiou",,,
"Moulin de","Kerizel","Koadaskorn",22041,"Kêriadenn","Milin Gerizel",,,
,"Kerizel","Koadaskorn",22041,"Kêriadenn","Kerizel",,,
,"Kerjean","Koadaskorn",22041,"Kêriadenn","Keryann",,,
,"Kerlast","Koadaskorn",22041,"Kêriadenn","Kerlast",,,
,"Kerlouet","Koadaskorn",22041,"Kêriadenn","Kerloued",,,
,"Kerlouet Bian","Koadaskorn",22041,"Kêriadenn","Kerloued Vihan",,,
,"Kermadec","Koadaskorn",22041,"Kêriadenn","Kervadeg",,,
,"Kermorgan","Koadaskorn",22041,"Kêriadenn","Kervorvan",,,
"Moulin de","Kermorgan","Koadaskorn",22041,"Kêriadenn","Milin Gervorgan",,,
,"Kernescop","Koadaskorn",22041,"Kêriadenn","Kerneskob",,,
,"Kernevez","Koadaskorn",22041,"Kêriadenn","Kernevez",,,
"Moulin de","Kerouguy","Koadaskorn",22041,"Kêriadenn","Milin Gerougi",,,
,"Kerviniou","Koadaskorn",22041,"Kêriadenn","Kerviniou",,,
,"Lan Brélantec","Koadaskorn",22041,"Kêriadenn","Lann Brelanteg",,,
"Les","Landes","Koadaskorn",22041,"Kêriadenn","Al Lann",,,
,"Lec'h Brio","Koadaskorn",22041,"Kêriadenn","Lec'h Brio",,,
,"Loguel an Crec'h","Koadaskorn",22041,"Diseurt","Logell ar C'hrec'h",,,
,"Loregan","Koadaskorn",22041,"Kêriadenn","Komanant an Aouregan",,,
"Convenant","Marquer","Koadaskorn",22041,"Kêriadenn","Komanant Marker",,,
,"Mézo Meur","Koadaskorn",22041,"Kêriadenn","Mezo Meur",,,
"Convenant","Ollier","Koadaskorn",22041,"Kêriadenn","Komanant Olier",,,
,"Parc ar Hars","Koadaskorn",22041,"Kêriadenn","Park ar C'harzh",,,
