"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Roz ar Hoat","Pleiben",29162,"Kêriadenn","Roz ar C'hoad",31/03/2019,2961
,"Sao Pennaguer","Pleiben",29162,"Kêriadenn","Sao Pennagêr",31/03/2019,151704
,"Scrap ar Moal","Pleiben",29162,"Kêriadenn","Skrap ar Moal",31/03/2019,13935
,"Scrap ar Yard","Pleiben",29162,"Kêriadenn","Skrap ar Yar",31/03/2019,13938
,"Stang an Abat","Pleiben",29162,"Kêriadenn","Stank an Abad",31/03/2019,13963
"Zone d'aménagement concerté de","Stéréon","Pleiben",29162,"Takad","Takad Terkañ Kendivizet Steraon",31/03/2019,151695
,"Ster ar Manach","Pleiben",29162,"Kêriadenn","Stêr ar Manac'h",31/03/2019,13984
,"Toul ar Pesket","Pleiben",29162,"Kêriadenn","Toull ar Pesked",31/03/2019,2982
,"Tregouar","Pleiben",29162,"Kêriadenn","Tregouar",31/03/2019,14015
,"Ty ar Vur","Pleiben",29162,"Kêriadenn","Ti ar Vur",31/03/2019,2989
,"Ty Guen","Pleiben",29162,"Kêriadenn","Ti Gwenn (Kerleskin)",31/03/2019,2993
,"Ty Guen Bian","Pleiben",29162,"Kêriadenn","Ti Gwenn Vihan",31/03/2019,2994
,"Ty Guen Kergogant","Pleiben",29162,"Kêriadenn","Ti Gwenn Kastellin",31/03/2019,2995
,"Ty Men","Pleiben",29162,"Kêriadenn","Ti Men",31/03/2019,2996
,"Ty Nevez Kergogant","Pleiben",29162,"Kêriadenn","Tier Nevez Kergogan",31/03/2019,2997
,"Ty Planquennec","Pleiben",29162,"Kêriadenn","Ti Plankenneg",31/03/2019,14005
,"Ty Ru","Pleiben",29162,"Kêriadenn","Ti Ru",31/03/2019,1944
,"Ty Uhel","Pleiben",29162,"Kêriadenn","Ti Uhel",31/03/2019,151745
,"Veroury","Pleiben",29162,"Kêriadenn","Ar Verouri",31/03/2019,13956
,"Rodou","Pleiben",29162,"Kêriadenn","Ar Roudou",31/03/2019,2956
"Croissant","Trobarec","Pleiben",29162,"Kêriadenn","Kroashent Trobarreg",31/03/2019,2741
"Route de","Pont Coblant","Pleiben",29162,"Hent","Hent Pont Koblant",31/03/2019,151909
,"Prat Guen","Pleiben",29162,"Kêriadenn","Prad Gwenn",31/03/2019,151670
"Route de","Kermenguy","Pleiben",29162,"Hent","Hent Kervengi",31/03/2019,151910
,"Resterniou","Pleiben",29162,"Kêriadenn","Resternioù",31/03/2019,2955
,"Runandol","Pleiben",29162,"Kêriadenn","Runandol",31/03/2019,13948
"Allée du","Menhir","Pornaleg-Leskonil",29165,"Hent","Alez ar Maen-hir",29/03/2019,151905
"Chemin du","Menhir Kerloc'h","Pornaleg-Leskonil",29165,"Hent","Hentig Maen-hir Kerloc'h",29/03/2019,151902
"Le","Penquer Bourgel","Pleiben",29162,"Kêriadenn","Penkêr Bourjell",29/03/2019,2940
,"Pont Men","Pleiben",29162,"Kêriadenn","Pont Men",29/03/2019,2947
"Rue du","Pontic","Pleiben",29162,"Hent","Straed ar Pontig",29/03/2019,151761
"Chemin du","Renard","Pornaleg-Leskonil",29165,"Hent","Hentig al Louarn",28/03/2019,151906
"Chemin de","Kerloc'h","Pornaleg-Leskonil",29165,"Hent","Hentig Kerloc'h",28/03/2019,151904
"Chemin","Mejou Kerloc'h","Pornaleg-Leskonil",29165,"Hent","Hentig Mejoù Kerloc'h",28/03/2019,151903
"Place du","Taboga","Plonger",29201,"Hent","Plasenn an Taboga",28/03/2019,151901
,"Pennaneac'h","Pleiben",29162,"Kêriadenn","Penn an Nec'h",27/03/2019,2931
,"Pennastang","Pleiben",29162,"Kêriadenn","Penn ar Stank",27/03/2019,2933
,"Pennaterien","Pleiben",29162,"Kêriadenn","Penn an Terien",27/03/2019,13976
"Croix","Pennaut","Pleiben",29162,"Kêriadenn","Kroaz Pennaod",27/03/2019,2744
,"Pennayeun","Pleiben",29162,"Kêriadenn","Penn ar Yeun",27/03/2019,2938
,"Meneguen","Pleiben",29162,"Kêriadenn","Menez Gwenn",27/03/2019,2895
"Chemin des","Prés","Molan",29150,"Hent","Hentig ar Pradeier",26/03/2019,127885
"Rue de la","Plaine","Molan",29150,"Hent","Straed ar Blaenenn",26/03/2019,127693
,"Ménez Bian","Pleiben",29162,"Kêriadenn","Menez Bihan",26/03/2019,2898
,"Meilh Nevez Pennod","Pleiben",29162,"Kêriadenn","Meilh Nevez Pennaod",26/03/2019,2891
,"Moulin Neuf","Pleiben",29162,"Kêriadenn","Meilh Nevez Troleo",26/03/2019,2914
,"Meilh Troleo","Pleiben",29162,"Kêriadenn","Meilh Troleo",26/03/2019,151900
"Moulin","Pennaut","Pleiben",29162,"Kêriadenn","Meilh Bennaod",26/03/2019,2915
,"Pennahoat Vigouroux","Pleiben",29162,"Kêriadenn","Penn ar C'hoad Vigourouz",26/03/2019,2927
,"Pennahoat Trésiguidy Uhella","Pleiben",29162,"Kêriadenn","Penn ar C'hoad Uhelañ",26/03/2019,2926
,"Saint-Suliau","Pleiben",29162,"Rann (eus ar gumun)","Sant-Sulio",25/03/2019,151743
,"Kerguillaouët","Molan",29150,"Kêriadenn","Kergwilhaoued",25/03/2019,68784
,"Kerzaliou","Pleiben",29162,"Kêriadenn","Kersalioù",25/03/2019,151660
"Rue","Laennec","Pleiben",29162,"Hent","Straed Laeneg",25/03/2019,151676
,"Landreoan","Pleiben",29162,"Kêriadenn","Landreouan",25/03/2019,2863
,"Lanmervel","Pleiben",29162,"Kêriadenn","Lanmervel",25/03/2019,2865
,"Lannelec","Pleiben",29162,"Kêriadenn","Lanneleg",25/03/2019,13944
,"Laridec","Pleiben",29162,"Kêriadenn","Lanrideg",25/03/2019,2870
,"Lézalain","Pleiben",29162,"Kêriadenn","Lezalan",25/03/2019,13980
"Rue du","Centre","Molan",29150,"Hent","Straed Kreiz",25/03/2019,127855
"Chemin de la","Fontaine","Molan",29150,"Hent","Hentig ar Feunteun",25/03/2019,127868
,"Leineuz Vian","Pleiben",29162,"Kêriadenn","Leineuz Vihan",25/03/2019,2871
,"Leineuz Vras","Pleiben",29162,"Kêriadenn","Leineuz Vras",25/03/2019,2872
,"Bel-Air","Molan",29150,"Kêriadenn","Bel Air",25/03/2019,127513
"Rue de","Bel-Air","Molan",29150,"Hent","Straed Bel Air",25/03/2019,127514
,"Leun","Pleiben",29162,"Kêriadenn","Al Leun",25/03/2019,2874
"Moulin du","Leun","Pleiben",29162,"Kêriadenn","Meilh al Leun",25/03/2019,13949
"Le","Leuré","Pleiben",29162,"Kêriadenn","Al Leure (Leure an Drinded)",25/03/2019,151657
"Clos des","Sept Îles","Kloar-Karnoed",29031,"Hent","Kloz ar Seizh Enez",25/03/2019,151827
,"Lost ar Yeun","Pleiben",29162,"Kêriadenn","Lost ar Yeun",25/03/2019,2881
"Ecluse de","Lothey","Pleiben",29162,"Monumant","Skluz Lotei",25/03/2019,146539
"Chemin du","Gorgen","Molan",29150,"Hent","Hentig ar Gorjenn",25/03/2019,127540
"La","Madeleine","Pleiben",29162,"Kêriadenn","Ar Vadalen",25/03/2019,2882
"Écluse de","Trésiguidy","Pleiben",29162,"Monumant","Skluz Trezigidi",25/03/2019,2750
,"Maner Nevez","Pleiben",29162,"Kêriadenn","Maner Nevez",25/03/2019,2884
,"Marros an Traon","Pleiben",29162,"Kêriadenn","Marroz an Traoñ",25/03/2019,2886
,"Marros Creis","Pleiben",29162,"Kêriadenn","Marroz Kreiz",25/03/2019,151654
,"Menemeur","Pleiben",29162,"Kêriadenn","Menez Meur",25/03/2019,2897
"Le","Merdy","Pleiben",29162,"Kêriadenn","Ar Merdi",25/03/2019,13955
"Le","Moustoir","Pleiben",29162,"Kêriadenn","Ar Vouster",25/03/2019,2916
"La","Trinité","Pleiben",29162,"Kêriadenn","An Drinded",25/03/2019,2987
,"Leuré Saint-Suliau","Pleiben",29162,"Kêriadenn","Leure Sant-Sulio",25/03/2019,2876
,"Lisguen","Pleiben",29162,"Kêriadenn","Lisgwenn",25/03/2019,2879
,"Marjégou","Pleiben",29162,"Kêriadenn","Marjegoù",25/03/2019,2885
,"Parc Bras","Pleiben",29162,"Kêriadenn","Park Bras",25/03/2019,2918
,"Penfeunten Vian","Pleiben",29162,"Kêriadenn","Penfeunteun Vihan",25/03/2019,2919
,"Penfeunteun Vras","Pleiben",29162,"Kêriadenn","Penfeunteun Vras",25/03/2019,2920
"Chapelle de la","Trinité","Pleiben",29162,"Monumant","Chapel an Drinded",25/03/2019,1959
,"Lambeurnou","Molan",29150,"Kêriadenn","Lanbeurnoù",25/03/2019,68840
,"Kerviadec","Pleiben",29162,"Kêriadenn","Kerviadeg",23/03/2019,2856
,"Kerdané","Dineol",29044,"Kêriadenn","Kerdanne",22/03/2019,60161
,"Kerdréolet","Dineol",29044,"Kêriadenn","Kerdreoled",22/03/2019,60165
,"Kergoff","Dineol",29044,"Kêriadenn","Kergo",22/03/2019,151417
,"Kergoustance","Dineol",29044,"Kêriadenn","Kergoustañs",22/03/2019,60171
,"Kerguilly","Dineol",29044,"Kêriadenn","Kergilli",22/03/2019,151405
,"Kerjean","Dineol",29044,"Kêriadenn","Keryann",22/03/2019,151418
,"Kerlaouénan","Dineol",29044,"Kêriadenn","Kerlaouenan",22/03/2019,151419
,"Kernalivet","Dineol",29044,"Kêriadenn","Kernalived",22/03/2019,151420
,"Kernevez","Dineol",29044,"Kêriadenn","Kernevez",22/03/2019,151421
,"Keraliou","Dineol",29044,"Kêriadenn","Keralioù",22/03/2019,60173
,"Kerrouet","Dineol",29044,"Kêriadenn","Kerroued",22/03/2019,151422
,"Kervellec","Dineol",29044,"Kêriadenn","Kerveleg",22/03/2019,151423
,"Kerouron","Pleiben",29162,"Kêriadenn","Kerouron",22/03/2019,13952
,"Kerscouarnec","Pleiben",29162,"Kêriadenn","Kerskouarneg",22/03/2019,2847
,"Kersinou","Pleiben",29162,"Kêriadenn","Kerzinoù",22/03/2019,2848
,"Kervalan","Pleiben",29162,"Kêriadenn","Kervalan",22/03/2019,110821
,"Kervalan Vian","Pleiben",29162,"Kêriadenn","Kervalan Vihan",22/03/2019,2849
"Ecluse de","Guerlédan","Mur",22158,"Monumant","Eskluz Gwerledan",22/03/2019,144512
,"Coat en Bars","Melioneg",22146,"Kêriadenn","Koed ar Barzh",22/03/2019,3753
,"Kernévez","Pleiben",29162,"Kêriadenn","Kernevez",21/03/2019,1957
,"Kernivinen Rannou","Pleiben",29162,"Kêriadenn","Kernivinenn Rannoù",21/03/2019,2840
"Eglise","Saint-André","Brec'h",56023,"Monumant","Iliz Sant Andraz",21/03/2019,100474
"Rue","Saint-André","Brec'h",56023,"Hent","Straed Sant-Andraz",21/03/2019,151895
,"Kerlidec","Pleiben",29162,"Kêriadenn","Kerlideg",21/03/2019,2830
,"Kerlidec Vian","Pleiben",29162,"Kêriadenn","Kerlideg Vihan",21/03/2019,2831
,"Kermenguy","Pleiben",29162,"Kêriadenn","Kervengi",21/03/2019,2832
,"Kermerrien","Pleiben",29162,"Kêriadenn","Kerverien",21/03/2019,14009
,"Gouspagne","Dineol",29044,"Kêriadenn","Gouspagn",21/03/2019,151400
,"Guilly","Dineol",29044,"Kêriadenn","Ar Gilli",21/03/2019,151389
,"Guilly Vian","Dineol",29044,"Kêriadenn","Ar Gilli Vihan",21/03/2019,151390
,"Keravel Bihan","Dineol",29044,"Kêriadenn","Keravel Vihan",21/03/2019,151411
,"Keravel Braz","Dineol",29044,"Kêriadenn","Keravel Vras",21/03/2019,151410
,"Kerbastard","Dineol",29044,"Kêriadenn","Kerbastard",21/03/2019,151412
,"Kerbrat","Dineol",29044,"Kêriadenn","Kerbrad",21/03/2019,151413
,"Kergabel","Dineol",29044,"Kêriadenn","Kergabell",21/03/2019,60167
,"Kergaoc","Dineol",29044,"Kêriadenn","Kergaog",21/03/2019,60169
,"Kergoat","Dineol",29044,"Kêriadenn","Kergoad",21/03/2019,151415
,"Kergogant","Pleiben",29162,"Kêriadenn","Kergogan",20/03/2019,13972
,"Kerioret","Pleiben",29162,"Kêriadenn","Keriored",20/03/2019,13942
,"Kerauffret","Pleiben",29162,"Kêriadenn","Keraofred",20/03/2019,2791
,"Keravidan","Pleiben",29162,"Kêriadenn","Keravidan",20/03/2019,13999
,"Kerbabu","Pleiben",29162,"Kêriadenn","Kerbabu",20/03/2019,9405
,"Kerdanielou","Pleiben",29162,"Kêriadenn","Kerdanieloù",20/03/2019,2796
,"Kerdreux","Pleiben",29162,"Kêriadenn","Kerdreu",20/03/2019,2797
,"Keregant","Pleiben",29162,"Kêriadenn","Keregant",20/03/2019,13974
,"Kerflous Izella","Pleiben",29162,"Kêriadenn","Kerflouz Izelañ",20/03/2019,151729
,"Kergastel","Pleiben",29162,"Kêriadenn","Kergastell",20/03/2019,151699
,"Kerisque","Pleiben",29162,"Kêriadenn","Keriske",20/03/2019,2822
,"Keriven","Pleiben",29162,"Kêriadenn","Keriven",20/03/2019,2823
,"Kerizella","Pleiben",29162,"Kêriadenn","Kerizelañ",20/03/2019,2825
,"Kerizit","Pleiben",29162,"Kêriadenn","Kerizid",20/03/2019,13967
,"Kergazec","Pleiben",29162,"Kêriadenn","Kergazeg",20/03/2019,2810
,"Kergoz","Pleiben",29162,"Kêriadenn","Kergozh",20/03/2019,2812
"Venelle de la","Poterie","Kemper",29232,"Hent","Banell ar Poderezh",19/03/2019,151888
"Le","Grand Pont","Pleiben",29162,"Kêriadenn","Ar Pont Bras",19/03/2019,2771
,"Grannec","Pleiben",29162,"Kêriadenn","Ar Granneg",19/03/2019,2772
"Le","Guern","Pleiben",29162,"Kêriadenn","Ar Wern",19/03/2019,9383
,"Hent Coz","Pleiben",29162,"Kêriadenn","Hent Kozh",19/03/2019,2778
"Croissant","Ilisven","Pleiben",29162,"Kêriadenn","Kroashent an Iliz Wenn",19/03/2019,2735
"Square","Jakez Riou","Pleiben",29162,"Hent","Skwar Jakez Riou",19/03/2019,151675
,"Keraprat","Pleiben",29162,"Kêriadenn","Keraprad",19/03/2019,2787
,"Kerasquer","Pleiben",29162,"Kêriadenn","Kerasker",19/03/2019,2789
"Croissant","Kerasquer","Pleiben",29162,"Kêriadenn","Kroashent Kerasker",19/03/2019,2736
"Manoir de","Prévasy","Karaez-Plougêr",29024,"Monumant","Maner Praouarig",18/03/2019,151886
"Clos de","Prat Foën","Kloar-Karnoed",29031,"Hent","Kloz Prad Foenn",18/03/2019,151828
"Rue des","Equipages","Pornaleg-Leskonil",29165,"Hent","Straed an Ekipajoù",18/03/2019,151865
"Rue","Nungesser et Coli","Roazhon",35238,"Hent","Straed Nungesser ha Coli",18/03/2019,151887
"La","Récré des 3 curés","Milizag",29149,"Monumant","Diduadenn an 3 ferson",18/03/2019,151889
,"Garsolic Troleo","Pleiben",29162,"Kêriadenn","Garzholig Troleo",18/03/2019,2764
,"Troleo","Pleiben",29162,"Karter","Troleo",18/03/2019,151694
,"Garsalec","Pleiben",29162,"Kêriadenn","Garzhaleg",17/03/2019,2760
,"Drevers","Pleiben",29162,"Kêriadenn","An Dreverz",17/03/2019,13988
"Zone d'activité du","Drevers","Pleiben",29162,"Takad","Takad Labourerezh an Dreverz",17/03/2019,151696
"Le","Ferzou","Pleiben",29162,"Kêriadenn","Ar Ferzoù",17/03/2019,2752
,"Feunteun ar Roue","Pleiben",29162,"Kêriadenn","Feunteun ar Roue",17/03/2019,2753
"Rue de la","Gare","Pleiben",29162,"Hent","Straed ar Gar",17/03/2019,151679
"La","Garenne","Pleiben",29162,"Kêriadenn","Ar Waremm",17/03/2019,2755
"Croissant La","Garenne","Pleiben",29162,"Kêriadenn","Kroashent ar Waremm",17/03/2019,2740
"Croissant","Cosquerven","Pleiben",29162,"Kêriadenn","Kroashent Kozhkerwenn",16/03/2019,2733
"Le","Crann","Pleiben",29162,"Kêriadenn","Ar C'hrann",16/03/2019,2723
,"Coatiliou","Pleiben",29162,"Kêriadenn","Koatilioù",16/03/2019,13941
,"Cosquer","Pleiben",29162,"Kêriadenn","Ar Gozhkêr",16/03/2019,9400
,"Kerven","Pleiben",29162,"Kêriadenn","Kerwenn",16/03/2019,2853
,"Penn ar Crann","Pleiben",29162,"Kêriadenn","Penn ar C'hrann",16/03/2019,2925
,"Crapariel","Pleiben",29162,"Kêriadenn","Krap ar Yell",16/03/2019,13986
,"Creach Criben","Pleiben",29162,"Kêriadenn","Krec'h Kribenn",16/03/2019,13945
"Rue","Croas ar Poullou","Pleiben",29162,"Hent","Straed Kroaz ar Poulloù",16/03/2019,151681
,"Croas Ru","Pleiben",29162,"Kêriadenn","Kroaz Ru",16/03/2019,2730
,"Croissant Bras","Pleiben",29162,"Kêriadenn","Kroashent Bras",16/03/2019,2732
,"Delieg","Pleiben",29162,"Kêriadenn","Delieg",16/03/2019,13960
,"Cosquinquis","Pleiben",29162,"Kêriadenn","Kozhkenkiz",16/03/2019,2721
,"Cosquerven","Pleiben",29162,"Kêriadenn","Kozhkerwenn",16/03/2019,2722
,"Tremelezec","Pleiben",29162,"Kêriadenn","Tremelezeg",15/03/2019,2985
"Passerelle","Élisa-Napoléone Baciocchi","Roazhon",35238,"Hent","Treuzell Élisa-Napoléone Baciocchi",15/03/2019,151876
"Jardin","Violette Jacquet-Silberstein","Roazhon",35238,"Takad","Liorzh Violette Jacquet-Silberstein",15/03/2019,151882
,"Langor","An Treoù-Kerne",29300,"Kêriadenn","Langor",15/03/2019,2253
"Résidence","Ar Prat","Pleiben",29162,"Monumant","Annez Ar Prad",15/03/2019,151689
,"Ar Vein Glas","Pleiben",29162,"Kêriadenn","Ar Vein Glas",15/03/2019,1952
"Le","Birit","Pleiben",29162,"Kêriadenn","Ar Birid",15/03/2019,13977
"La","Bouexiere","Pleiben",29162,"Kêriadenn","Ar Vuzid",15/03/2019,2712
"Ecluse du","Buzit","Pleiben",29162,"Monumant","Skluz ar Vuzid",15/03/2019,2751
"Place","Charles de Gaulle","Pleiben",29162,"Hent","Plasenn Charles de Gaulle",15/03/2019,151691
,"Bellevue","Pleiben",29162,"Kêriadenn","Bellevue",15/03/2019,2709
"Rue de","Châteaulin","Pleiben",29162,"Hent","Straed Kastellin",15/03/2019,151680
"Promenade","Rosa Luxembourg","Roazhon",35238,"Hent","Pourmenadenn Rosa Luxemburg",14/03/2019,151874
,"Quinquis Marc","Plouedern",29181,"Kêriadenn","Kenkiz Mark",14/03/2019,17442
"Passerelle","Élisabeth Vigée-Le Brun","Roazhon",35238,"Hent","Treuzell Élisabeth Vigée-Le Brun",14/03/2019,151875
"Promenade","Hubertine Auclert","Roazhon",35238,"Hent","Pourmenadenn Hubertine Auclert",14/03/2019,151877
"Rue","Yvette Chassagne","Roazhon",35238,"Hent","Straed Yvette Chassagne",14/03/2019,151878
"Jardin","Paulette Nardal","Roazhon",35238,"Takad","Liorzh Paulette Nardal",14/03/2019,151879
"Rue","Ambroisine Garnier-Leray","Roazhon",35238,"Hent","Straed Ambroisine Garnier-Leray",14/03/2019,151880
"Passage","Alice Guy-Blaché","Roazhon",35238,"Hent","Tremen Alice Guy-Blaché",14/03/2019,151881
"Allée","Adrienne Bolland","Roazhon",35238,"Hent","Alez Adrienne Bolland",14/03/2019,151883
"Passerelle","Pauline de La Choüe de la Mettrie","Roazhon",35238,"Hent","Treuzell Pauline de La Choüe de la Mettrie",14/03/2019,151884
"Rue","Jean Bart","Kraozon",29042,"Hent","Straed Jean Bart",12/03/2019,151819
"Rue","Surcouf","Kraozon",29042,"Hent","Straed Surcouf",12/03/2019,151820
"Allée","Creis Kador","Kraozon",29042,"Hent","Alez Kreiz Kador",12/03/2019,151822
"Place","Kerigou","Kraozon",29042,"Hent","Plasenn Kerigoù",12/03/2019,151844
"Rue","Kreiz Kerigou","Kraozon",29042,"Hent","Straed Kreiz Kerigoù",12/03/2019,151823
,"Kerigou","Kraozon",29042,"Kêriadenn","Kerigoù",12/03/2019,151821
,"Coat Savé","Molan",29150,"Kêriadenn","Koad Save",12/03/2019,68718
,"Lann ar Hoat","Molan",29150,"Kêriadenn","Lann ar C'hoad",12/03/2019,104612
,"Toul ar C'hoat","Molan",29150,"Kêriadenn","Toull ar C'hoad",12/03/2019,104613
,"Creis-Kador","Kraozon",29042,"Kêriadenn","Kreiz Kador",12/03/2019,15096
"Cité de","Kerloc'h","Pornaleg-Leskonil",29165,"Hent","Kêrig Kerloc'h",11/03/2019,151864
"Institut de réadaptation du","Cap Horn","Landerne",29103,"Monumant","Ensavadur advarrekaat ar C'hab Horn",11/03/2019,151845
,"Coat Cochon","Dineol",29044,"Kêriadenn","Koad Kochon",11/03/2019,151381
"Moulin du","Cosquer","Dineol",29044,"Monumant","Meilh ar Gozhkêr",11/03/2019,151445
,"Coz Veil","Dineol",29044,"Kêriadenn","Ar Gozh Veilh",11/03/2019,151387
,"Lezaff","Dineol",29044,"Kêriadenn","Lezaf",11/03/2019,151426
,"Delliec","Dineol",29044,"Kêriadenn","Delieg",11/03/2019,60149
"Croix","Ruminiou","Dineol",29044,"Kêriadenn","Kroaz Ruminioù",11/03/2019,151395
"Route de","Skerneg","Pluguen",29216,"Hent","Hent Skerneg",11/03/2019,151871
"Route de","Kernaveno","Pluguen",29216,"Hent","Hent Kernaveno",11/03/2019,151872
"Route de","Meilh Boaz","Pluguen",29216,"Hent","Hent Meilh Boaz",11/03/2019,151873
,"Ruminiou","Dineol",29044,"Kêriadenn","Ruminioù",11/03/2019,60213
"Vallon","Saint-Laurent","Kemper",29232,"Diseurt","Stankenn Sant-Laorañs",08/03/2019,8642
,"Mané Bourgerel","Aradon",56003,"Kêriadenn","Mane Bourjerel",07/03/2019,9805
,"Bourgerel","Aradon",56003,"Kêriadenn","Bourjerel",07/03/2019,9945
,"Toul-Badau","Aradon",56003,"Kêriadenn","Toull Bazhadoù",07/03/2019,10075
"Stade","Henri Guichaoua","Douarnenez",29046,"Monumant","Stad Henri Gwichaoua",07/03/2019,150762
,"Campen","Aradon",56003,"Karter","Kampenn",07/03/2019,98182
"Chemin de","Kernevenaz","Kloar-Karnoed",29031,"Hent","Hentig Kernevenaz",06/03/2019,151824
"Chemin de la","Grenouille","Kloar-Karnoed",29031,"Hent","Hentig ar Ran",06/03/2019,151826
"Route d'","Audierne","Pluguen",29216,"Hent","Hent Gwaien",06/03/2019,151830
"Route de","Plonéis","Pluguen",29216,"Hent","Hent Ploneiz",06/03/2019,151831
"Route de","Porzhmoalig","Pluguen",29216,"Hent","Hent Porzhmoalig",06/03/2019,151832
"Route de","Leubin","Pluguen",29216,"Hent","Hent Leubin",06/03/2019,151833
"Route de","Kerloegen","Pluguen",29216,"Hent","Hent Kerloegen",06/03/2019,151834
"Route de","Menez Boutin","Pluguen",29216,"Hent","Hent Menez Boutin",06/03/2019,151835
"Route de","Menez Liaven","Pluguen",29216,"Hent","Hent Menez Liaven",06/03/2019,151836
"Route de","Ploneour","Pluguen",29216,"Hent","Hent Ploneour",06/03/2019,151837
"Allée","Ti Soubenn","Pluguen",29216,"Hent","Alez Ti Soubenn",06/03/2019,151838
"Allée de la","Ferme","Kloar-Karnoed",29031,"Hent","Alez ar Ferm",06/03/2019,151829
"Chemin","Ar Porzh","Pluguen",29216,"Hent","Hent Ar Porzh",06/03/2019,151842
"Route de","Pouldreuzic","Pluguen",29216,"Hent","Hent Pouldreuzig",06/03/2019,151843
"Chemin du","Kleguer-Kervéron","Kraozon",29042,"Hent","Hentig Kleger Kerveron",05/03/2019,151815
,"Kerveron","Kraozon",29042,"Kêriadenn","Kerveron",05/03/2019,88015
"Bois du","Helfau","An Elven",56053,"Koad","Koed Uhelfao",05/03/2019,145378
"Le","Hayo","An Elven",56053,"Kêriadenn","An Haeoù",05/03/2019,145374
"Bois du","Hayo","An Elven",56053,"Koad","Koed an Haeoù",05/03/2019,145375
"Bois de","Kerfily","An Elven",56053,"Koad","Koed Kerfili",05/03/2019,105332
,"Parcouillard","Kloar-Karnoed",29031,"Kêriadenn","Parkoù Yar",04/03/2019,151750
"Giratoire de","Saint-Jean","Plouilio",22226,"Hent","Kroashent-tro Sant-Yann",04/03/2019,151816
"Square","Claude Ligot","Roazhon",35238,"Hent","Skwar Claude Ligot",01/03/2019,151811
"Salle de la","Fontaine","Landrevarzeg",29106,"Monumant","Sal ar Feunteun",27/02/2019,151748
"Vieux","Talhouet","Gwidel",56078,"Kêriadenn","Ar Gozh Talc'hoed",26/02/2019,121090
"Petit","Kerguelen","Kloar-Karnoed",29031,"Kêriadenn","Kergelenn Vihan",26/02/2019,151749
"Tennis","Jo Hocher","Lannarstêr",56098,"Monumant","Tennis Jo Hocher",26/02/2019,151758
"Rue de","Pont-Scorff","Kaodan",56036,"Hent","Straed Pont-Skorf",26/02/2019,119744
"Chemin de","Lesven","Gourlizon",29065,"Hent","Hentig Lesven",26/02/2019,151764
"Eglise","Notre Dame du Pont","Lannarstêr",56098,"Monumant","Iliz Intron Varia ar Pont",26/02/2019,118868
"Le","Carré Duguesclin","Roazhon",35238,"Takad","Karrez ar Gwesklin",26/02/2019,3454
"Chemin de","Stang Lesven","Gourlizon",29065,"Hent","Hent Stank Lesven",26/02/2019,84604
,"Plaisance","Teiz",56251,"Kêriadenn","Plezañs",22/02/2019,119451
"Rue de","Châteaulin","Kraozon",29042,"Hent","Straed Kastellin",21/02/2019,151733
"Allée","Louis-Antoine de Bougainville","Kemper",29232,"Hent","Alez Louis-Antoine de Bougainville",14/02/2019,151706
,"Aquarive","Kemper",29232,"Monumant","Glanndour",14/02/2019,151713
"Boulevard de","Poulguinan","Kemper",29232,"Hent","Boulouard Poulginan",14/02/2019,151707
,"Poulguinan","Kemper",29232,"Kêriadenn","Poulginan",14/02/2019,12947
,"Plaisance","Sant-Teve",56206,"Kêriadenn","Plezañs",14/02/2019,109056
"Rue du","Périgord","Kemper",29232,"Hent","Straed Perigòrd",11/02/2019,151708
"Rue de la","Donelière","Roazhon",35238,"Hent","Straed La Donelière",08/02/2019,151686
"Ecole Les","Treilles","Gwerzhav",44215,"Monumant","Skol an Treilhennoù",07/02/2019,151495
"Chapelle","Notre Dame de Bon Voyage","Sine",56243,"Monumant","Intron ar Beajoù Mat",06/02/2019,151701
,"Kerleguen","Sine",56243,"Kêriadenn","Kerlegen",06/02/2019,80440
,"Bel Air","Dineol",29044,"Kêriadenn","Bel Air",04/02/2019,151379
"Résidence","Plaisance","Sant-Teve",56206,"Monumant","Annez Plezañs",04/02/2019,151685
